dictionarySeq,tagCategory,tagField,tagInterfaceFlag,tagPrompt
15270,EMR_instrument,ID,?,?
15280,EMR_instrument,Name,?,?
15290,EMR_instrument,Details,?,?
15300,EMR_instrument,Type,?,?
15310,EMR_instrument,Manufacturer,?,?
15320,EMR_instrument,Model,?,?
15330,EMR_instrument,Serial_number,?,?
15340,Xray_instrument,Sf_category,?,?
15350,Xray_instrument,Sf_framecode,?,?
15360,Xray_instrument,Entry_ID,?,?
15370,Xray_instrument,Sf_ID,?,?
15380,Xray_instrument,ID,?,?
15390,Xray_instrument,Details,?,?
15400,Xray_instrument,Location,?,?
15410,Xray_instrument,Type,?,?
15420,Xray_instrument,Manufacturer,?,?
15430,Xray_instrument,Model,?,?
15440,Xray_instrument,Serial_number,?,?
15450,Xray_instrument,Detector_type,?,?
15460,Xray_instrument,Source,?,?
15470,Xray_instrument,Wavelength,?,?
15480,Xray_instrument,SAXS_detector_sample_distance,?,?
15490,Xray_instrument,WAXS_detector_sample_distance,?,?
15500,NMR_spectrometer,Sf_category,?,?
15510,NMR_spectrometer,Sf_framecode,?,?
15520,NMR_spectrometer,Entry_ID,C,Entry ID
15530,NMR_spectrometer,Sf_ID,?,?
15540,NMR_spectrometer,ID,?,?
15550,NMR_spectrometer,Name,?,?
15560,NMR_spectrometer,Details,?,?
15570,NMR_spectrometer,Manufacturer,C,Manufacturer
15580,NMR_spectrometer,Model,C,Model
15590,NMR_spectrometer,Serial_number,?,?
15600,NMR_spectrometer,Field_strength,C,Field strength
15610,NMR_spectrometer_citation,Citation_ID,?,?
15620,NMR_spectrometer_citation,Citation_label,?,?
15630,NMR_spectrometer_citation,Sf_ID,?,?
15640,NMR_spectrometer_citation,Entry_ID,?,?
15650,NMR_spectrometer_citation,NMR_spectrometer_ID,?,?
15660,NMR_spectrometer_list,Sf_category,?,?
15670,NMR_spectrometer_list,Sf_framecode,?,?
15680,NMR_spectrometer_list,Entry_ID,?,?
15690,NMR_spectrometer_list,Sf_ID,?,?
15700,NMR_spectrometer_list,ID,?,?
15710,NMR_spectrometer_list,Name,?,?
15720,NMR_spectrometer_view,ID,?,?
15730,NMR_spectrometer_view,Name,?,?
15740,NMR_spectrometer_view,Manufacturer,?,?
15750,NMR_spectrometer_view,Model,?,?
15760,NMR_spectrometer_view,Serial_number,?,?
15770,NMR_spectrometer_view,Field_strength,?,?
15780,NMR_spectrometer_view,Details,?,?
15790,NMR_spectrometer_view,Citation_ID,?,?
15800,NMR_spectrometer_view,Citation_label,?,?
15810,NMR_spectrometer_view,Sf_ID,?,?
15820,NMR_spectrometer_view,Entry_ID,?,?
15830,NMR_spectrometer_view,NMR_spectrometer_list_ID,?,?
15840,NMR_spectrometer_probe,Sf_category,?,?
15850,NMR_spectrometer_probe,Sf_framecode,?,?
15860,NMR_spectrometer_probe,Entry_ID,?,?
15870,NMR_spectrometer_probe,Sf_ID,?,?
15880,NMR_spectrometer_probe,ID,?,?
15890,NMR_spectrometer_probe,Name,?,?
15900,NMR_spectrometer_probe,Details,?,?
15910,NMR_spectrometer_probe,Manufacturer,?,?
15920,NMR_spectrometer_probe,Model,?,?
15930,NMR_spectrometer_probe,Serial_number,?,?
15940,NMR_spectrometer_probe,Diameter,?,?
15950,NMR_spectrometer_probe,Rotor_length,?,?
15960,NMR_spectrometer_probe,Rotor_composition,?,?
15970,NMR_spectrometer_probe,Internal_volume,?,?
15980,NMR_spectrometer_probe,Spacer_present,?,?
15990,NMR_probe,Type,?,?
16000,NMR_probe,Sf_ID,?,?
16010,NMR_probe,Entry_ID,?,?
16020,NMR_probe,NMR_spectrometer_probe_ID,?,?
16030,NMR_spectrometer_probe_citation,Citation_ID,?,?
16040,NMR_spectrometer_probe_citation,Citation_label,?,?
16050,NMR_spectrometer_probe_citation,Sf_ID,?,?
16060,NMR_spectrometer_probe_citation,Entry_ID,?,?
16070,NMR_spectrometer_probe_citation,NMR_spectrometer_probe_ID,?,?
16080,Experiment_list,Sf_category,?,?
16090,Experiment_list,Sf_framecode,?,?
16100,Experiment_list,Entry_ID,?,?
16110,Experiment_list,Sf_ID,?,?
16120,Experiment_list,ID,?,?
16130,Experiment_list,Details,?,?
16140,Experiment,ID,?,?
16150,Experiment,Name,C,Experiment name
16160,Experiment,Raw_data_flag,SFAV-P,Raw data flag
16170,Experiment,NMR_spec_expt_ID,?,?
16180,Experiment,NMR_spec_expt_label,?,?
16190,Experiment,MS_expt_ID,?,?
16200,Experiment,MS_expt_label,?,?
16210,Experiment,SAXS_expt_ID,?,?
16220,Experiment,SAXS_expt_label,?,?
16230,Experiment,FRET_expt_ID,?,?
16240,Experiment,FRET_expt_label,?,?
16250,Experiment,EMR_expt_ID,?,?
16260,Experiment,EMR_expt_label,?,?
16270,Experiment,Sample_ID,?,?
16280,Experiment,Sample_label,?,?
16290,Experiment,Sample_state,C,Sample state
16300,Experiment,Sample_volume,?,?
16310,Experiment,Sample_volume_units,?,?
16320,Experiment,Sample_condition_list_ID,?,?
16330,Experiment,Sample_condition_list_label,?,?
16340,Experiment,Sample_spinning_rate,?,?
16350,Experiment,Sample_angle,?,?
16360,Experiment,NMR_tube_type,?,NMR tube type
16370,Experiment,NMR_spectrometer_ID,?,?
16380,Experiment,NMR_spectrometer_label,?,?
16390,Experiment,NMR_spectrometer_probe_ID,?,?
16400,Experiment,NMR_spectrometer_probe_label,?,?
16410,Experiment,NMR_spectral_processing_ID,?,?
16420,Experiment,NMR_spectral_processing_label,?,?
16430,Experiment,Mass_spectrometer_ID,?,?
16440,Experiment,Mass_spectrometer_label,?,?
16450,Experiment,Xray_instrument_ID,?,?
16460,Experiment,Xray_instrument_label,?,?
16470,Experiment,Fluorescence_instrument_ID,?,?
16480,Experiment,Fluorescence_instrument_label,?,?
16490,Experiment,EMR_instrument_ID,?,?
16500,Experiment,EMR_instrument_label,?,?
16510,Experiment,Chromatographic_system_ID,?,?
16520,Experiment,Chromatographic_system_label,?,?
16530,Experiment,Chromatographic_column_ID,?,?
16540,Experiment,Chromatographic_column_label,?,?
16550,Experiment,Sf_ID,?,?
16560,Experiment,Entry_ID,C,Entry ID
16570,Experiment,Experiment_list_ID,?,?
16580,Experiment_file,Experiment_ID,?,?
16590,Experiment_file,Experiment_name,?,?
16600,Experiment_file,Name,?,?
16610,Experiment_file,Type,?,?
16620,Experiment_file,Content,?,?
16630,Experiment_file,Directory_path,?,?
16640,Experiment_file,Details,?,?
16650,Experiment_file,Sf_ID,?,?
16660,Experiment_file,Entry_ID,?,?
16670,Experiment_file,Experiment_list_ID,?,?
16680,NMR_spec_expt,Sf_category,?,?
16690,NMR_spec_expt,Sf_framecode,?,?
16700,NMR_spec_expt,Entry_ID,?,?
16710,NMR_spec_expt,Sf_ID,?,?
16720,NMR_spec_expt,ID,?,?
16730,NMR_spec_expt,Name,?,?
16740,NMR_spec_expt,Type,?,?
16750,NMR_spec_expt,Sample_volume,?,?
16760,NMR_spec_expt,Sample_volume_units,?,?
16770,NMR_spec_expt,NMR_tube_type,?,?
16780,NMR_spec_expt,Sample_spinning_rate,?,?
16790,NMR_spec_expt,Sample_angle,?,?
16800,NMR_spec_expt,NMR_spectrometer_ID,?,?
16810,NMR_spec_expt,NMR_spectrometer_label,?,?
16820,NMR_spec_expt,NMR_spectrometer_probe_ID,?,?
16830,NMR_spec_expt,NMR_spectrometer_probe_label,?,?
16840,NMR_spec_expt,Carrier_freq_switch_time,?,?
16850,NMR_spec_expt,Software_ID,?,?
16860,NMR_spec_expt,Software_label,?,?
16870,NMR_spec_expt,Method_ID,?,?
16880,NMR_spec_expt,Method_label,?,?
16890,NMR_spec_expt,Pulse_seq_accession_BMRB_code,?,?
16900,NMR_spec_expt,Details,?,?
16910,NMR_expt_systematic_name,Name,?,?
16920,NMR_expt_systematic_name,Naming_system,?,?
16930,NMR_expt_systematic_name,Sf_ID,?,?
16940,NMR_expt_systematic_name,Entry_ID,?,?
16950,NMR_expt_systematic_name,NMR_spec_expt_ID,?,?
16960,NMR_experiment_file,Name,?,?
16970,NMR_experiment_file,Type,?,?
16980,NMR_experiment_file,Directory_path,?,?
16990,NMR_experiment_file,Byte_order,?,?
17000,NMR_experiment_file,Bytes_per_data_point,?,?
17010,NMR_experiment_file,File_header_size,?,?
17020,NMR_experiment_file,Record_header_size,?,?
17030,NMR_experiment_file,Record_trailer_size,?,?
17040,NMR_experiment_file,Compression_algorithm,?,?
17050,NMR_experiment_file,Details,?,?
17060,NMR_experiment_file,Sf_ID,?,?
17070,NMR_experiment_file,Entry_ID,?,?
17080,NMR_experiment_file,NMR_spec_expt_ID,?,?
17090,Spectral_acq_param,ID,?,?
17100,Spectral_acq_param,Acquisition_dimension_ID,?,?
17110,Spectral_acq_param,Name,?,?
17120,Spectral_acq_param,Spectral_dim,?,?
17130,Spectral_acq_param,Val,?,?
17140,Spectral_acq_param,Val_units,?,?
17150,Spectral_acq_param,Sf_ID,?,?
17160,Spectral_acq_param,Entry_ID,?,?
17170,Spectral_acq_param,NMR_spec_expt_ID,?,?
17180,Recoupling_pulse_sequence,Name,?,?
17190,Recoupling_pulse_sequence,Type,?,?
17200,Recoupling_pulse_sequence,Nucleus,?,?
17210,Recoupling_pulse_sequence,Time_period,?,?
17220,Recoupling_pulse_sequence,Sf_ID,?,?
17230,Recoupling_pulse_sequence,Entry_ID,?,?
17240,Recoupling_pulse_sequence,NMR_spec_expt_ID,?,?
17250,Decoupling_pulse_sequence,Name,?,?
17260,Decoupling_pulse_sequence,Time_period,?,?
17270,Decoupling_pulse_sequence,Sf_ID,?,?
17280,Decoupling_pulse_sequence,Entry_ID,?,?
17290,Decoupling_pulse_sequence,NMR_spec_expt_ID,?,?
17300,NMR_experiment_citation,Citation_ID,?,?
17310,NMR_experiment_citation,Citation_label,?,?
17320,NMR_experiment_citation,Sf_ID,?,?
17330,NMR_experiment_citation,Entry_ID,?,?
17340,NMR_experiment_citation,NMR_spec_expt_ID,?,?
17350,NMR_spectral_processing,Sf_category,?,?
17360,NMR_spectral_processing,Sf_framecode,?,?
17370,NMR_spectral_processing,Entry_ID,?,?
17380,NMR_spectral_processing,Sf_ID,?,?
17390,NMR_spectral_processing,ID,?,?
17400,NMR_spectral_proc_software,Software_ID,?,?
17410,NMR_spectral_proc_software,Software_label,?,?
17420,NMR_spectral_proc_software,Method_ID,?,?
17430,NMR_spectral_proc_software,Method_label,?,?
17440,NMR_spectral_proc_software,Sf_ID,?,?
17450,NMR_spectral_proc_software,Entry_ID,?,?
17460,NMR_spectral_proc_software,NMR_spectral_processing_ID,?,?
17470,Spectral_processing_param,Operation_ID,?,?
17480,Spectral_processing_param,Operation_code,?,?
17490,Spectral_processing_param,Operation_ordinal,?,?
17500,Spectral_processing_param,Previous_operation_ID,?,?
17510,Spectral_processing_param,ID,?,?
17520,Spectral_processing_param,Processing_dimension_ID,?,?
17530,Spectral_processing_param,Name,?,?
17540,Spectral_processing_param,Spectral_dim,?,?
17550,Spectral_processing_param,Val,?,?
17560,Spectral_processing_param,Val_units,?,?
17570,Spectral_processing_param,Sf_ID,?,?
17580,Spectral_processing_param,Entry_ID,?,?
17590,Spectral_processing_param,NMR_spectral_processing_ID,?,?
17600,MS_expt,Sf_category,?,?
17610,MS_expt,Sf_framecode,?,?
17620,MS_expt,Entry_ID,?,?
17630,MS_expt,Sf_ID,?,?
17640,MS_expt,ID,?,?
17650,MS_expt,Name,?,?
17660,MS_expt,Mass_spec_ID,?,?
17670,MS_expt,Mass_spec_label,?,?
17680,MS_expt,Spectrum_type,?,?
17690,MS_expt_param,ID,?,?
17700,MS_expt_param,Type,?,?
17710,MS_expt_param,Name,?,?
17720,MS_expt_param,Value,?,?
17730,MS_expt_param,Value_err,?,?
17740,MS_expt_param,Sf_ID,?,?
17750,MS_expt_param,Entry_ID,?,?
17760,MS_expt_param,MS_expt_ID,?,?
17770,MS_expt_software,Software_ID,?,?
17780,MS_expt_software,Software_label,?,?
17790,MS_expt_software,Method_ID,?,?
17800,MS_expt_software,Method_label,?,?
17810,MS_expt_software,Details,?,?
17820,MS_expt_software,Sf_ID,?,?
17830,MS_expt_software,Entry_ID,?,?
17840,MS_expt_software,MS_expt_ID,?,?
17850,FRET_expt,Sf_category,?,?
17860,FRET_expt,Sf_framecode,?,?
17870,FRET_expt,Entry_ID,?,?
17880,FRET_expt,Sf_ID,?,?
17890,FRET_expt,ID,?,?
17900,FRET_expt,Name,?,?
17910,FRET_expt,Sample_volume,?,?
17920,FRET_expt,Sample_volume_units,?,?
17930,FRET_expt,Fluorescence_instrument_ID,?,?
17940,FRET_expt,Fluorescence_instrument_label,?,?
17950,FRET_expt,Software_ID,?,?
17960,FRET_expt,Software_label,?,?
17970,FRET_expt,Method_ID,?,?
17980,FRET_expt,Method_label,?,?
17990,FRET_expt,Details,?,?
18000,EMR_expt,Sf_category,?,?
18010,EMR_expt,Sf_framecode,?,?
18020,EMR_expt,Entry_ID,?,?
18030,EMR_expt,Sf_ID,?,?
18040,EMR_expt,ID,?,?
18050,EMR_expt,Name,?,?
18060,EMR_expt,Sample_volume,?,?
18070,EMR_expt,Sample_volume_units,?,?
18080,EMR_expt,EMR_instrument_ID,?,?
18090,EMR_expt,EMR_instrument_label,?,?
18100,EMR_expt,Software_ID,?,?
18110,EMR_expt,Software_label,?,?
18120,EMR_expt,Method_ID,?,?
18130,EMR_expt,Method_label,?,?
18140,EMR_expt,Details,?,?
18150,SAXS_expt,Sf_category,?,?
18160,SAXS_expt,Sf_framecode,?,?
18170,SAXS_expt,Entry_ID,?,?
18180,SAXS_expt,Sf_ID,?,?
18190,SAXS_expt,ID,?,?
18200,SAXS_expt,Name,?,?
18210,SAXS_expt,Sample_volume,?,?
18220,SAXS_expt,Sample_volume_units,?,?
18230,SAXS_expt,Xray_instrument_ID,?,?
18240,SAXS_expt,Xray_instrument_label,?,?
18250,SAXS_expt,Software_ID,?,?
18260,SAXS_expt,Software_label,?,?
18270,SAXS_expt,Method_ID,?,?
18280,SAXS_expt,Method_label,?,?
18290,SAXS_expt,Details,?,?
18300,Computer,Sf_category,?,?
18310,Computer,Sf_framecode,?,?
18320,Computer,Entry_ID,?,?
18330,Computer,Sf_ID,?,?
18340,Computer,ID,?,?
18350,Computer,Name,?,?
18360,Computer,Details,?,?
18370,Computer,Manufacturer,?,?
18380,Computer,Model,?,?
18390,Computer,Operating_system,?,?
18400,Computer,Operating_system_version,?,?
18410,Computer,Hardware_code,?,?
18420,Computer_citation,Citation_ID,?,?
18430,Computer_citation,Citation_label,?,?
18440,Computer_citation,Sf_ID,?,?
18450,Computer_citation,Entry_ID,?,?
18460,Computer_citation,Computer_ID,?,?
18470,Computing_platform,Sf_category,?,?
18480,Computing_platform,Sf_framecode,?,?
18490,Computing_platform,Entry_ID,?,?
18500,Computing_platform,Sf_ID,?,?
18510,Computing_platform,ID,?,?
18520,Computing_platform,Name,?,?
18530,Computing_platform,Reference_ID,?,?
18540,Computing_platform,Site,?,?
18550,Computing_platform,Site_reference_ID,?,?
18560,Computing_platform,Details,?,?
18570,Chem_shift_reference,Sf_category,?,?
18580,Chem_shift_reference,Sf_framecode,?,?
18590,Chem_shift_reference,Entry_ID,C,Entry ID
18600,Chem_shift_reference,Sf_ID,?,?
18610,Chem_shift_reference,ID,?,?
18620,Chem_shift_reference,Name,?,?
18630,Chem_shift_reference,Proton_shifts_flag,SFAV-P,Proton shifts flag
18640,Chem_shift_reference,Carbon_shifts_flag,SFAV-P,Carbon shifts flag
18650,Chem_shift_reference,Nitrogen_shifts_flag,SFAV-P,Nitrogen shifts flag
18660,Chem_shift_reference,Phosphorus_shifts_flag,?,?
18670,Chem_shift_reference,Other_shifts_flag,?,?
18680,Chem_shift_reference,Details,?,?
18690,Chem_shift_ref,Atom_type,C,Atom type
18700,Chem_shift_ref,Atom_isotope_number,C,Isotope number
18710,Chem_shift_ref,Mol_common_name,C,Reference molecule name
18720,Chem_shift_ref,Atom_group,?,?
18730,Chem_shift_ref,Concentration_val,?,?
18740,Chem_shift_ref,Concentration_units,?,?
18750,Chem_shift_ref,Solvent,?,?
18760,Chem_shift_ref,Rank,?,?
18770,Chem_shift_ref,Chem_shift_units,?,?
18780,Chem_shift_ref,Chem_shift_val,?,?
18790,Chem_shift_ref,Ref_method,SFAV-P,Reference method
18800,Chem_shift_ref,Ref_type,SFAV-P,Reference type
18810,Chem_shift_ref,Indirect_shift_ratio,C,Indirect shift ratio
18820,Chem_shift_ref,External_ref_loc,?,?
18830,Chem_shift_ref,External_ref_sample_geometry,?,?
18840,Chem_shift_ref,External_ref_axis,?,?
18850,Chem_shift_ref,Indirect_shift_ratio_cit_ID,?,?
18860,Chem_shift_ref,Indirect_shift_ratio_cit_label,?,?
18870,Chem_shift_ref,Ref_correction_type,?,?
18880,Chem_shift_ref,Correction_val,?,?
18890,Chem_shift_ref,Correction_val_cit_ID,?,?
18900,Chem_shift_ref,Correction_val_cit_label,?,?
18910,Chem_shift_ref,Sf_ID,?,?
18920,Chem_shift_ref,Entry_ID,C,Entry ID
18930,Chem_shift_ref,Chem_shift_reference_ID,?,?
18940,Assigned_chem_shift_list,Sf_category,?,?
18950,Assigned_chem_shift_list,Sf_framecode,?,?
18960,Assigned_chem_shift_list,Entry_ID,C,Entry ID
18970,Assigned_chem_shift_list,Sf_ID,?,?
18980,Assigned_chem_shift_list,ID,C,Assigned chemical shift list ID
18990,Assigned_chem_shift_list,Name,?,?
19000,Assigned_chem_shift_list,Data_file_name,?,?
19010,Assigned_chem_shift_list,Sample_condition_list_ID,C,Sample conditions ID
19020,Assigned_chem_shift_list,Sample_condition_list_label,?,?
19030,Assigned_chem_shift_list,Chem_shift_reference_ID,C,Chemical shift referencing ID
19040,Assigned_chem_shift_list,Chem_shift_reference_label,?,?
19050,Assigned_chem_shift_list,Chem_shift_1H_err,?,?
19060,Assigned_chem_shift_list,Chem_shift_13C_err,?,?
19070,Assigned_chem_shift_list,Chem_shift_15N_err,?,?
19080,Assigned_chem_shift_list,Chem_shift_31P_err,?,?
19090,Assigned_chem_shift_list,Chem_shift_2H_err,?,?
19100,Assigned_chem_shift_list,Chem_shift_19F_err,?,?
19110,Assigned_chem_shift_list,Error_derivation_method,?,?
19120,Assigned_chem_shift_list,Details,?,?
19130,Assigned_chem_shift_list,Text_data_format,?,?
19140,Assigned_chem_shift_list,Text_data,?,?
19150,Chem_shift_experiment,Experiment_ID,?,?
19160,Chem_shift_experiment,Experiment_name,SFAV-P,Experiment name
19170,Chem_shift_experiment,Sample_ID,?,?
19180,Chem_shift_experiment,Sample_label,?,?
19190,Chem_shift_experiment,Sample_state,C,Sample state (isotropic; anisotropic)
19200,Chem_shift_experiment,Sf_ID,?,?
19210,Chem_shift_experiment,Entry_ID,C,Entry ID
19220,Chem_shift_experiment,Assigned_chem_shift_list_ID,?,?
19230,Systematic_chem_shift_offset,Type,?,?
19240,Systematic_chem_shift_offset,Atom_type,?,?
19250,Systematic_chem_shift_offset,Atom_isotope_number,?,?
19260,Systematic_chem_shift_offset,Val,?,?
19270,Systematic_chem_shift_offset,Val_err,?,?
19280,Systematic_chem_shift_offset,Sf_ID,?,?
19290,Systematic_chem_shift_offset,Entry_ID,?,?
19300,Systematic_chem_shift_offset,Assigned_chem_shift_list_ID,?,?
19310,Chem_shift_software,Software_ID,?,?
19320,Chem_shift_software,Software_label,C,Software label
19330,Chem_shift_software,Method_ID,?,?
19340,Chem_shift_software,Method_label,?,?
19350,Chem_shift_software,Sf_ID,?,?
19360,Chem_shift_software,Entry_ID,C,Entry ID
19370,Chem_shift_software,Assigned_chem_shift_list_ID,?,?
19380,Atom_chem_shift,ID,C,Atom chemical shift ID
19390,Atom_chem_shift,Assembly_atom_ID,?,?
19400,Atom_chem_shift,Entity_assembly_ID,?,?
19410,Atom_chem_shift,Entity_assembly_asym_ID,?,?
19420,Atom_chem_shift,Entity_ID,C,Molecular entity ID
19430,Atom_chem_shift,Comp_index_ID,C,Residue sequence number
19440,Atom_chem_shift,Seq_ID,?,?
19450,Atom_chem_shift,Comp_ID,C,Compound code (ALA; DT; U)
19460,Atom_chem_shift,Atom_ID,C,Atom name (HB2)
19470,Atom_chem_shift,Atom_type,C,Atom type (H; C; N; P)
19480,Atom_chem_shift,Atom_isotope_number,C,Atom isotope number
19490,Atom_chem_shift,Val,C,Chemical shift value
19500,Atom_chem_shift,Val_err,C,Chemical shift value error
19510,Atom_chem_shift,Assign_fig_of_merit,?,?
19520,Atom_chem_shift,Ambiguity_code,SFAV-P,Ambiguity code
19530,Atom_chem_shift,Ambiguity_set_ID,?,?
19540,Atom_chem_shift,Occupancy,?,?
19550,Atom_chem_shift,Resonance_ID,?,?
19560,Atom_chem_shift,Auth_entity_assembly_ID,?,?
19570,Atom_chem_shift,Auth_asym_ID,?,?
19580,Atom_chem_shift,Auth_seq_ID,?,?
19590,Atom_chem_shift,Auth_comp_ID,?,?
19600,Atom_chem_shift,Auth_atom_ID,?,?
19610,Atom_chem_shift,PDB_record_ID,?,?
19620,Atom_chem_shift,PDB_model_num,?,?
19630,Atom_chem_shift,PDB_strand_ID,?,?
19640,Atom_chem_shift,PDB_ins_code,?,?
19650,Atom_chem_shift,PDB_residue_no,?,?
19660,Atom_chem_shift,PDB_residue_name,?,?
19670,Atom_chem_shift,PDB_atom_name,?,?
19680,Atom_chem_shift,Original_PDB_strand_ID,?,?
19690,Atom_chem_shift,Original_PDB_residue_no,?,?
19700,Atom_chem_shift,Original_PDB_residue_name,?,?
19710,Atom_chem_shift,Original_PDB_atom_name,?,?
19720,Atom_chem_shift,Details,?,?
19730,Atom_chem_shift,Sf_ID,?,?
19740,Atom_chem_shift,Entry_ID,C,Entry ID
19750,Atom_chem_shift,Assigned_chem_shift_list_ID,?,?
19760,Ambiguous_atom_chem_shift,Ambiguous_shift_set_ID,?,?
19770,Ambiguous_atom_chem_shift,Atom_chem_shift_ID,?,?
19780,Ambiguous_atom_chem_shift,Sf_ID,?,?
19790,Ambiguous_atom_chem_shift,Entry_ID,?,?
19800,Ambiguous_atom_chem_shift,Assigned_chem_shift_list_ID,?,?
19810,Chem_shifts_calc_type,Sf_category,?,?
19820,Chem_shifts_calc_type,Sf_framecode,?,?
19830,Chem_shifts_calc_type,Entry_ID,?,?
19840,Chem_shifts_calc_type,Sf_ID,?,?
19850,Chem_shifts_calc_type,ID,?,?
19860,Chem_shifts_calc_type,Name,?,?
19870,Chem_shifts_calc_type,Calculation_level,?,?
19880,Chem_shifts_calc_type,Quantum_mechanical_method,?,?
19890,Chem_shifts_calc_type,Quantum_mechanical_theory_level,?,?
19900,Chem_shifts_calc_type,Quantum_mechanical_basis_set,?,?
19910,Chem_shifts_calc_type,Chem_shift_nucleus,?,?
19920,Chem_shifts_calc_type,Modeled_sample_cond_list_ID,?,?
19930,Chem_shifts_calc_type,Modeled_sample_cond_list_label,?,?
19940,Chem_shifts_calc_type,Chem_shift_reference_ID,?,?
19950,Chem_shifts_calc_type,Chem_shift_reference_label,?,?
19960,Chem_shifts_calc_type,Details,?,?
19970,Chem_shifts_calc_software,Software_ID,?,?
19980,Chem_shifts_calc_software,Software_label,?,?
19990,Chem_shifts_calc_software,Method_ID,?,?
20000,Chem_shifts_calc_software,Method_label,?,?
20010,Chem_shifts_calc_software,Sf_ID,?,?
20020,Chem_shifts_calc_software,Entry_ID,?,?
20030,Chem_shifts_calc_software,Chem_shifts_calc_type_ID,?,?
20040,Theoretical_chem_shift_list,Sf_category,?,?
20050,Theoretical_chem_shift_list,Sf_framecode,?,?
20060,Theoretical_chem_shift_list,Entry_ID,?,?
20070,Theoretical_chem_shift_list,Sf_ID,?,?
20080,Theoretical_chem_shift_list,ID,?,?
20090,Theoretical_chem_shift_list,Name,?,?
20100,Theoretical_chem_shift_list,Data_file_name,?,?
20110,Theoretical_chem_shift_list,Chem_shifts_calc_type_ID,?,?
20120,Theoretical_chem_shift_list,Chem_shifts_calc_type_label,?,?
20130,Theoretical_chem_shift_list,Model_atomic_coordinates_ID,?,?
20140,Theoretical_chem_shift_list,Model_atomic_coordinates_label,?,?
20150,Theoretical_chem_shift_list,Tensor_list_ID,?,?
20160,Theoretical_chem_shift_list,Tensor_list_label,?,?
20170,Theoretical_chem_shift_list,Fermi_contact_spin_density_units,?,?
20180,Theoretical_chem_shift_list,Chem_shift_1H_err,?,?
20190,Theoretical_chem_shift_list,Chem_shift_2H_err,?,?
20200,Theoretical_chem_shift_list,Chem_shift_13C_err,?,?
20210,Theoretical_chem_shift_list,Chem_shift_15N_err,?,?
20220,Theoretical_chem_shift_list,Chem_shift_19F_err,?,?
20230,Theoretical_chem_shift_list,Chem_shift_31P_err,?,?
20240,Theoretical_chem_shift_list,Details,?,?
20250,Theoretical_chem_shift_list,Text_data_format,?,?
20260,Theoretical_chem_shift_list,Text_data,?,?
20270,Theoretical_chem_shift,ID,?,?
20280,Theoretical_chem_shift,Assembly_atom_ID,?,?
20290,Theoretical_chem_shift,Entity_assembly_ID,?,?
20300,Theoretical_chem_shift,Entity_ID,?,?
20310,Theoretical_chem_shift,Comp_index_ID,?,?
20320,Theoretical_chem_shift,Seq_ID,?,?
20330,Theoretical_chem_shift,Comp_ID,?,?
20340,Theoretical_chem_shift,Atom_ID,?,?
20350,Theoretical_chem_shift,Atom_type,?,?
20360,Theoretical_chem_shift,Atom_isotope_number,?,?
20370,Theoretical_chem_shift,Fermi_contact_spin_density,?,?
20380,Theoretical_chem_shift,Val,?,?
20390,Theoretical_chem_shift,Val_err,?,?
20400,Theoretical_chem_shift,Auth_entity_assembly_ID,?,?
20410,Theoretical_chem_shift,Auth_asym_ID,?,?
20420,Theoretical_chem_shift,Auth_seq_ID,?,?
20430,Theoretical_chem_shift,Auth_comp_ID,?,?
20440,Theoretical_chem_shift,Auth_atom_ID,?,?
20450,Theoretical_chem_shift,Sf_ID,?,?
20460,Theoretical_chem_shift,Entry_ID,?,?
20470,Theoretical_chem_shift,Theoretical_chem_shift_list_ID,?,?
20480,Coupling_constant_list,Sf_category,?,?
20490,Coupling_constant_list,Sf_framecode,?,?
20500,Coupling_constant_list,Entry_ID,C,Entry ID
20510,Coupling_constant_list,Sf_ID,?,?
20520,Coupling_constant_list,ID,C,Coupling constant list ID
20530,Coupling_constant_list,Name,?,?
20540,Coupling_constant_list,Data_file_name,?,?
20550,Coupling_constant_list,Sample_condition_list_ID,?,?
20560,Coupling_constant_list,Sample_condition_list_label,?,?
20570,Coupling_constant_list,Spectrometer_frequency_1H,?,?
20580,Coupling_constant_list,Details,?,?
20590,Coupling_constant_list,Text_data_format,?,?
20600,Coupling_constant_list,Text_data,?,?
20610,Coupling_constant_experiment,Experiment_ID,?,?
20620,Coupling_constant_experiment,Experiment_name,?,?
20630,Coupling_constant_experiment,Sample_ID,?,?
20640,Coupling_constant_experiment,Sample_label,?,?
20650,Coupling_constant_experiment,Sample_state,?,?
20660,Coupling_constant_experiment,Sf_ID,?,?
20670,Coupling_constant_experiment,Entry_ID,?,?
20680,Coupling_constant_experiment,Coupling_constant_list_ID,?,?
20690,Coupling_constant_software,Software_ID,?,?
20700,Coupling_constant_software,Software_label,C,Software label
20710,Coupling_constant_software,Method_ID,?,?
20720,Coupling_constant_software,Method_label,?,?
20730,Coupling_constant_software,Sf_ID,?,?
20740,Coupling_constant_software,Entry_ID,C,Entry ID
20750,Coupling_constant_software,Coupling_constant_list_ID,?,?
20760,Coupling_constant,ID,C,Coupling constant ID
20770,Coupling_constant,Code,C,Coupling consant code (3JHNHA)
20780,Coupling_constant,Assembly_atom_ID_1,?,?
20790,Coupling_constant,Entity_assembly_ID_1,?,?
20800,Coupling_constant,Entity_ID_1,?,?
20810,Coupling_constant,Comp_index_ID_1,C,Residue sequence number one
